,intersection_geom,ST_NAME_left,ST_NAME_right
4395,POINT (2386739.357851534 7133931.16475296),Locust,Sherman
4396,POINT (2386739.357851534 7133931.16475296),Locust,Woodland
4397,POINT (2386319.683891955 7132342.917395637),Elm,College
4398,POINT (2386319.683891955 7132342.917395637),Elm,College
4399,POINT (2386200.287152463 7124591.196419901),Fort Worth,Eagle
4400,POINT (2386200.287152463 7124591.196419901),Fort Worth,Eagle
4401,POINT (2371339.555752793 7167089.414726121),I-35 N,Rector
4402,POINT (2371287.1262143548 7167372.57076477),I-35 N,Rector
4403,POINT (2392919.2227329263 7122365.118475932),Woodrow,Spencer
4404,POINT (2372299.633730415 7158034.006108356),I-35,Milam Rd
4405,POINT (2375416.2823356376 7127640.1775981),I-35,Oak
4406,POINT (2368354.6917537656 7122697.689071021),Masch Branch,Airport
4407,POINT (2368354.6917537656 7122697.689071021),Masch Branch,Airport
4408,POINT (2368252.2370675635 7123802.530402938),Masch Branch,Mustang
4409,POINT (2382582.157266493 7139506.197550524),Del,Del
4410,POINT (2379983.1738478867 7122098.605542249),Highland Park,Whippoorwill
4411,POINT (2379979.7727848133 7122364.176464842),Highland Park,Highland Park
4412,POINT (2372501.1417291914 7143718.623365589),I-35,FM-1173
4413,POINT (2373221.2640900854 7136545.128252183),I-35,Windsor
4414,POINT (2398942.910275099 7120727.841964452),TX-288-LOOP N,Spencer
4415,POINT (2398942.910275099 7120727.841964452),TX-288-LOOP N,Spencer
4416,POINT (2398434.1199113787 7132684.716691011),Bayfield,Audra
4417,POINT (2398434.1199113787 7132684.716691011),Bayfield,Audra
4418,POINT (2398427.5148250004 7133863.536241494),Bayfield,Dana
4419,POINT (2396517.5120311244 7132167.90855556),Barbara,Beverly
4420,POINT (2396516.743226837 7132684.579531253),Barbara,Audra
4421,POINT (2396710.310700486 7136056.5074278675),Carson,Rugby
4422,POINT (2396723.171134676 7136238.609326677),Carson,Chebi
4423,POINT (2396723.171134676 7136238.609326677),Carson,Chebi
4424,POINT (2397638.5666901385 7125851.712191926),Mockingbird,Duchess
4425,POINT (2397624.33861065 7126229.935307449),Mockingbird,Wagon Trail
4426,POINT (2368505.1349288127 7121178.652883375),Skylane,John Carrell
4427,POINT (2368505.1349288127 7121178.652883375),Skylane,John Carrell
4428,POINT (2368501.535934881 7121713.472982909),Skylane,Spartan
4429,POINT (2379802.2563299662 7127150.247913304),Texas,Stella
4430,POINT (2379802.2563299662 7127150.247913304),Texas,Stella
4431,POINT (2380483.2179755294 7125565.282499948),Avenue D,Highland
4432,POINT (2380483.2179755294 7125565.282499948),Avenue D,Highland
4433,POINT (2380488.1630481905 7125179.658363439),Avenue D,Maple
4434,POINT (2379807.146901513 7126768.261289084),Texas,Sycamore
4435,POINT (2383106.3939962494 7125180.593011959),Welch,Maple
4436,POINT (2383106.3939962494 7125180.593011959),Welch,Maple
4437,POINT (2383981.8825388313 7126781.957423535),Bernard,Sycamore
4438,POINT (2383981.8825388313 7126781.957423535),Bernard,Sycamore
4439,POINT (2382831.203895701 7125173.404283627),Central,Maple
4440,POINT (2382831.203895701 7125173.404283627),Central,Maple
4441,POINT (2388685.9647578667 7125376.793741008),Jackson,Martin
4442,POINT (2368497.244831544 7120338.052999606),Skylane,Lockheed
4443,POINT (2368497.8126718807 7120538.179475042),Skylane,Lockheed
4444,POINT (2368497.8126718807 7120538.179475042),Skylane,Lockheed
4445,POINT (2401681.816552511 7128143.711726308),Mayhill,Mills
4446,POINT (2401681.816552511 7128143.711726308),Mayhill,Mills
4447,POINT (2383991.244273637 7123692.935516782),Bernard,Collins
4448,POINT (2383991.244273637 7123692.935516782),Bernard,Collins
4449,POINT (2406580.929936944 7111803.749138117),Swisher,Pockrus Page
4450,POINT (2384607.866528064 7116230.959182959),Center Point Mobile Home,Center Point Mobile Home
4451,POINT (2384400.2307616896 7115726.15172595),Center Point Mobile Home,Center Point Mobile Home
4452,POINT (2385701.4455682295 7107407.120211054),Creekdale,Red Fox
4453,POINT (2385701.4455682295 7107407.120211054),Creekdale,Red Fox
4454,POINT (2385675.343318429 7108003.500920396),Creekdale,Lemon Mint
4455,POINT (2383983.344116503 7115313.242082118),James,Mission
4456,POINT (2399734.9994212487 7111853.071931946),State School,Brighton
4457,POINT (2387206.5487262397 7118728.014298669),Sam Bass,Londonderry
4458,POINT (2406328.14258058 7136855.689132158),Greenleaf,Fishtrap
4459,POINT (2389266.1667860677 7117506.891373705),Teasley,Savannah
4460,POINT (2389258.041891654 7118594.714203459),Teasley,Londonderry
4461,POINT (2389258.041891654 7118594.714203459),Teasley,Londonderry
4462,POINT (2396650.0537041556 7102926.492962454),Nautical,Hickory Creek
4463,POINT (2396650.0537041556 7102926.492962454),Nautical,Hickory Creek
4464,POINT (2396649.278548059 7102984.699282787),Nautical,Hickory Creek
4465,POINT (2396649.278548059 7102984.699282787),Nautical,Hickory Creek
4466,POINT (2389925.551946246 7113651.386274858),Teasley,Teasley
4467,POINT (2389303.464062826 7114658.390948808),Teasley,Sandpiper
4468,POINT (2409941.635510739 7115088.068375043),Lakeview,Sweetgate
4469,POINT (2410118.72596769 7115337.925132476),Lakeview,Apple Valley
4470,POINT (2371560.7916815593 7111203.6027316),82,82
4471,POINT (2386754.0784900542 7138905.315219467),Locust,Cooper Gln
4472,POINT (2386748.2749379096 7139585.657983207),Locust,Bell
4473,POINT (2386748.2749379096 7139585.657983207),Locust,Bell
4474,POINT (2386749.93459852 7139927.708181372),Locust,Cobblestone Row
4475,POINT (2389649.6635749443 7139121.449950381),Stuart,Wolftrap
4476,POINT (2389659.795023048 7139514.552180239),Stuart,Manhattan
4477,POINT (2368038.028064182 7124301.98462588),Masch Branch,Sabre
4478,POINT (2366822.455638904 7129089.771101714),Masch Branch,Jim Christal
4479,POINT (2366822.455638904 7129089.771101714),Masch Branch,Jim Christal
4480,POINT (2368197.104724495 7097724.608084409),John Paine,Creekway
4481,POINT (2368198.011542459 7098390.463057435),John Paine,Parkplace
4482,POINT (2369447.0195872653 7098387.820835113),Parkplace,Parkplace
4483,POINT (2369857.103502512 7097661.60001312),Creekway,Creekway
4484,POINT (2370066.3170553106 7098068.084745936),Creekway,Parkplace
4485,POINT (2370649.7988522844 7098410.118367369),Havenway,Brookside
4486,POINT (2371346.4092089795 7098273.298551087),Lakeway,Brookside
4487,POINT (2381764.8416668703 7135307.652510946),Malone,Auburn
4488,POINT (2381764.8416668703 7135307.652510946),Malone,Auburn
4489,POINT (2394306.5866745124 7138160.410891975),Devonshire,Devonshire
4490,POINT (2392618.8442791593 7135845.756676228),Royal,Mistywood
4491,POINT (2392622.6655108994 7136482.562584491),Royal,Royal
4492,POINT (2392432.1640683943 7136552.819467367),Brookfield,Brookfield
4493,POINT (2392436.1326100193 7137178.711709659),Brookfield,Emerson
4494,POINT (2392436.1326100193 7137178.711709659),Brookfield,Emerson
4495,POINT (2387882.556873661 7131857.521660711),Administration,Administration
4496,POINT (2387964.350681415 7131916.807082894),Administration,Administration
4497,POINT (2388243.01767287 7131185.453006693),Bell,College
4498,POINT (2388249.130464489 7131887.78000224),Bell,Administration
4499,POINT (2388249.130464489 7131887.78000224),Bell,Administration
4500,POINT (2389281.298542721 7125228.126814154),Lakey,Wilson
4501,POINT (2389281.298542721 7125228.126814154),Lakey,Wilson
4502,POINT (2390073.3681714693 7125238.510530286),Bradshaw,Wilson
4503,POINT (2390073.3681714693 7125238.510530286),Bradshaw,Wilson
4504,POINT (2381159.1162697277 7125570.318467348),Avenue C,Highland
4505,POINT (2381159.1162697277 7125570.318467348),Avenue C,Highland
4506,POINT (2381538.369872717 7126761.364246618),Sycamore,Sycamore
4507,POINT (2381606.8975509517 7127140.656311248),Sycamore,Mulberry
4508,POINT (2381606.8975509517 7127140.656311248),Sycamore,Mulberry
4509,POINT (2379806.698344057 7125847.699158292),Texas,Allan Saxe
4510,POINT (2379806.822193671 7126076.930154185),Texas,Prairie
4511,POINT (2380486.0327183707 7124630.208362965),Avenue D,Eagle
4512,POINT (2380486.0327183707 7124630.208362965),Avenue D,Eagle
4513,POINT (2398713.7329756045 7111566.493731651),Unicorn Lake,Unicorn Lake
4514,POINT (2390541.6914921324 7107273.823367574),Montecito,Montecito
4515,POINT (2391963.357824646 7106917.750345144),Duffy's,Duffy's
4516,POINT (2390819.6690412485 7101255.700140306),Clear River,Sweet Cloud
4517,POINT (2391388.6304944917 7101052.144001258),Seven Oaks,Glen Falls
4518,POINT (2391722.6359482193 7140276.671488562),Sherman,Kings Row
4519,POINT (2391722.6359482193 7140276.671488562),Sherman,Kings Row
4520,POINT (2392919.2227329263 7122365.118475932),Woodrow,Spencer
4521,POINT (2393720.459930925 7113595.853319657),Wind River,Wind River
4522,POINT (2393872.60596954 7113659.722141223),Wind River,Wind River
4523,POINT (2392946.522031202 7122845.770864789),Woodrow,Shady Oaks
4524,POINT (2392946.522031202 7122845.770864789),Woodrow,Shady Oaks
4525,POINT (2392946.522031202 7122845.770864789),Woodrow,Shady Oaks
4526,POINT (2391701.716645797 7119580.108251724),I-35E,I-35E
4527,POINT (2375681.3560545733 7127719.946047377),I-35W N,Oak
4528,POINT (2375681.3560545733 7127719.946047377),I-35W N,Oak
4529,POINT (2375668.8476073197 7127741.618865707),I-35W N,Oak
4530,POINT (2392839.450198155 7114042.667104582),Lillian Miller,Hunters Ridge
4531,POINT (2392975.6956341853 7126888.617327479),Woodrow,Troy H Lagrone
4532,POINT (2392861.659989422 7112824.04437712),Teasley,Sundown
4533,POINT (2388967.4897347824 7123029.959758679),Hill,Smith
4534,POINT (2388976.819113774 7123252.034579878),Hill,Smith
4535,POINT (2394610.3190953056 7108790.194506622),Teasley,Wheeler
4536,POINT (2377346.2409069627 7124990.340583231),85A,85A
4537,POINT (2392851.8130800384 7113569.818072536),Lillian Miller,Wind River
4538,POINT (2396869.3300241195 7135138.060310389),Mockingbird,University
4539,POINT (2389825.3870641002 7123856.238133623),Kerley,Kerley
4540,POINT (2380121.0522385985 7136640.096632089),Windsor,Windsor
4541,POINT (2380415.167145009 7123716.021360655),I-35E,I-35E
4542,POINT (2389286.3635306945 7115964.407829274),Teasley,Longridge
4543,POINT (2372573.8338132887 7145229.553911162),I-35 S,US-77
4544,POINT (2372573.8338132887 7145229.553911162),I-35 S,US-77
4545,POINT (2386058.3427732796 7143033.353728539),Gardens of Denton,Gardens of Denton
4546,POINT (2386058.3427732796 7143033.353728539),Gardens of Denton,Gardens of Denton
4547,POINT (2385232.618309063 7143059.012565371),Gardens of Denton,Gardens of Denton
4548,POINT (2377191.6025825166 7124162.420991889),I-35W N,Airport
4549,POINT (2378268.8230617973 7111644.9990324965),Remuda,Stonecrop
4550,POINT (2378224.3234165623 7111295.132840891),Remuda,Buckthorn
4551,POINT (2378268.8230617973 7111644.9990324965),Remuda,Stonecrop
4552,POINT (2378224.3234165623 7111295.132840891),Buckthorn,Buckthorn
4553,POINT (2378621.9404389216 7138385.631828167),Bonnie Brae,Bonnie Brae
4554,POINT (2378621.9404389216 7138385.631828167),Bonnie Brae,Bonnie Brae
4555,POINT (2386764.8112541023 7138316.001901158),Locust,Windsor
4556,POINT (2386764.8112541023 7138316.001901158),Locust,Windsor
4557,POINT (2386754.0784900542 7138905.315219467),Locust,Cooper Gln
4558,POINT (2386850.4606395634 7132913.8070066655),Lowery Woods,Lowery Woods
4559,POINT (2387098.16281628 7132444.017917392),Library,Library
4560,POINT (2387068.2755032093 7132156.180135818),Library,Oakland
4561,POINT (2387068.2755032093 7132156.180135818),Library,Oakland
4562,POINT (2387430.086385107 7131847.978614253),Oakland,Administration
4563,POINT (2387317.3106274568 7132053.90733418),Oakland,Oakland
4564,POINT (2387424.9834289523 7130363.369798945),Oakland,Texas
4565,POINT (2387435.337469188 7130741.917444664),Oakland,Pioneer
4566,POINT (2387435.337469188 7130741.917444664),Oakland,Pioneer
4567,POINT (2387434.5783248506 7130800.124876142),Oakland,Sawyer
4568,POINT (2387490.3753402038 7130742.635298588),Pioneer,Pioneer
4569,POINT (2387490.3753402038 7130742.635298588),Pioneer,Pioneer
4570,POINT (2387489.6160961334 7130800.842728765),Pioneer,Pioneer
4571,POINT (2387620.4306643875 7130853.4894809555),Pioneer,Pioneer
4572,POINT (2388244.6882242565 7133397.736172266),Bell,University
4573,POINT (2388244.6882242565 7133397.736172266),Bell,University
4574,POINT (2389445.811596019 7131346.736381846),Reagan Houston,Club House
4575,POINT (2389443.910951929 7131725.124608829),Reagan Houston,Reagan Houston
4576,POINT (2387640.7702861736 7130700.934365597),Pioneer,Pioneer
4577,POINT (2388024.29168748 7130371.19131465),Old Main,Texas
4578,POINT (2388024.29168748 7130371.19131465),Old Main,Texas
4579,POINT (2388243.4151370185 7130686.972083524),Bell,Schmitz
4580,POINT (2388594.6436389703 7131190.049760484),Vine,College
4581,POINT (2388594.6436389703 7131190.049760484),Vine,College
4582,POINT (2388593.3590202215 7131288.274780663),Vine,College
4583,POINT (2388593.3590202215 7131288.274780663),Vine,College
4584,POINT (2387434.214325051 7131531.475536148),Oakland,3rd
4585,POINT (2387430.086385107 7131847.978614253),Oakland,Administration
4586,POINT (2388840.4860942774 7132033.77953433),Hufford,Administration
4587,POINT (2388845.7442184184 7132099.342930222),Hufford,Hufford
4588,POINT (2388249.4276755257 7132801.069434768),Bell,Chapel
4589,POINT (2388249.4276755257 7132801.069434768),Bell,Chapel
4590,POINT (2383359.3329926524 7130699.932364093),Fulton,Linden
4591,POINT (2375809.697582143 7127728.850145383),I-35,Oak
4592,POINT (2375809.697582143 7127728.850145383),I-35,Oak
4593,POINT (2382096.09605684 7130716.389500455),Bryan,Linden
4594,POINT (2382096.09605684 7130716.389500455),Bryan,Linden
4595,POINT (2382562.0831965604 7125169.93470048),Avenue A,Maple
4596,POINT (2382562.0831965604 7125169.93470048),Avenue A,Maple
4597,POINT (2382526.3441722444 7125569.716229219),Avenue A,Highland
4598,POINT (2382526.3441722444 7125569.716229219),Avenue A,Highland
4599,POINT (2381835.686029704 7127187.261964386),Avenue B,Inner Campus
4600,POINT (2381837.7297416213 7127503.843666072),Avenue B,Hickory
4601,POINT (2381837.7297416213 7127503.843666072),Avenue B,Hickory
4602,POINT (2381793.435686513 7127143.055577117),Avenue B,Mulberry
4603,POINT (2381835.686029704 7127187.261964386),Avenue B,Inner Campus
4604,POINT (2389690.201211783 7123901.767073593),Duncan,Kerley
4605,POINT (2388274.040129411 7122256.793212428),Sombre Vista,Alegre Vista
4606,POINT (2376765.816512335 7135520.24934233),Northway,Westward
4607,POINT (2410118.72596769 7115337.925132476),Lakeview,Apple Valley
4608,POINT (2410378.0670744823 7115836.337610958),Lakeview,Bishop Pine
4609,POINT (2410641.517689622 7114701.083847083),Sweetgate,Sweetgate
4610,POINT (2409941.635510739 7115088.068375043),Sweetgate,Sweetgate
4611,POINT (2410939.1602394516 7114639.685553854),Hinkley Oak,Hinkley Oak
4612,POINT (2410939.1602394516 7114639.685553854),Hinkley Oak,Sweetgate
4613,POINT (2409570.4390703524 7114489.882747725),Lakeview,Edwards
4614,POINT (2409680.383606096 7114727.899713601),Lakeview,Desert Willow
4615,POINT (2409680.383606096 7114727.899713601),Lakeview,Desert Willow
4616,POINT (2409073.11909943 7114832.365135885),Glen Crest,Desert Willow
4617,POINT (2409073.11909943 7114832.365135885),Glen Crest,Desert Willow
4618,POINT (2409051.2246058905 7115759.903694782),Glen Crest,Bishop Pine
4619,POINT (2409051.2246058905 7115759.903694782),Glen Crest,Bishop Pine
4620,POINT (2401743.91991396 7129661.845566971),Mayhill,Russell Newman
4621,POINT (2382949.1004308206 7127889.296501657),Ponder,Oak
4622,POINT (2382949.1004308206 7127889.296501657),Ponder,Oak
4623,POINT (2382946.002768601 7128129.4022168005),Ponder,Gregg
4624,POINT (2378300.3907997217 7130038.268482983),Stanley,Panhandle
4625,POINT (2378300.3907997217 7130038.268482983),Stanley,Panhandle
4626,POINT (2385239.314528666 7137124.542030255),Carroll,Northridge
4627,POINT (2385239.314528666 7137124.542030255),Carroll,Northridge
4628,POINT (2380859.0272422675 7136554.96026841),Georgetown,Bowling Green
4629,POINT (2380859.0272422675 7136554.96026841),Georgetown,Bowling Green
4630,POINT (2385388.767489954 7139979.142003994),Brooke,Robbie O
4631,POINT (2384502.1058033104 7141870.632015638),Northpointe,Hercules
4632,POINT (2384502.1058033104 7141870.632015638),Northpointe,Hercules
4633,POINT (2384542.903917087 7142497.000509835),Northpointe,Trinity
4634,POINT (2384542.903917087 7142497.000509835),Northpointe,Trinity
4635,POINT (2400417.5122691486 7135280.184383494),Spring Valley,Twilight
4636,POINT (2404385.074349789 7111937.630163239),Monte Verde,Public
4637,POINT (2404380.534818328 7112046.725682283),Monte Verde,Dolores
4638,POINT (2404380.534818328 7112046.725682283),Monte Verde,Dolores
4639,POINT (2396145.541064977 7131395.209834545),Oak Vly,Whispering Oaks
4640,POINT (2407407.236020256 7110676.149150908),Swisher,Crapemyrtle
4641,POINT (2409345.535272483 7114825.185062491),Knoll Pines,Desert Willow
4642,POINT (2409345.535272483 7114825.185062491),Knoll Pines,Desert Willow
4643,POINT (2409320.5738315918 7115752.68146873),Knoll Pines,Bishop Pine
4644,POINT (2409320.5738315918 7115752.68146873),Knoll Pines,Bishop Pine
4645,POINT (2409320.5738315918 7115752.68146873),Knoll Pines,Bishop Pine
4646,POINT (2409320.5738315918 7115752.68146873),Knoll Pines,Bishop Pine
4647,POINT (2407342.342138374 7114532.152716762),Forrest Willow,Edwards
4648,POINT (2407342.342138374 7114532.152716762),Forrest Willow,Edwards
4649,POINT (2407342.342138374 7114532.152716762),Forrest Willow,Edwards
4650,POINT (2407342.342138374 7114532.152716762),Forrest Willow,Edwards
4651,POINT (2407630.05628181 7114525.166972823),Edwards,Edwards
4652,POINT (2407630.05628181 7114525.166972823),Edwards,Edwards
4653,POINT (2407431.108695292 7114529.7263582),Edwards,Edwards
4654,POINT (2407431.108695292 7114529.7263582),Edwards,Edwards
4655,POINT (2405735.9419825263 7111384.7231081035),Post Oak,Photinia
4656,POINT (2405735.9419825263 7111384.7231081035),Post Oak,Photinia
4657,POINT (2405735.9419825263 7111384.7231081035),Post Oak,Photinia
4658,POINT (2405735.9419825263 7111384.7231081035),Post Oak,Photinia
4659,POINT (2405748.4096258353 7111817.8826304125),Post Oak,Pockrus Page
4660,POINT (2405748.4096258353 7111817.8826304125),Post Oak,Pockrus Page
4661,POINT (2403653.3675272157 7111738.509708403),Camino Real,Glenwood
4662,POINT (2403653.3675272157 7111738.509708403),Camino Real,Glenwood
4663,POINT (2403666.30062803 7111913.336076408),Camino Real,Pockrus Page
4664,POINT (2403666.30062803 7111913.336076408),Camino Real,Pockrus Page
4665,POINT (2403275.0098706577 7111205.797202143),Gunnison,Marsh Rail
4666,POINT (2403277.4873434175 7111475.084633673),Gunnison,Longmont
4667,POINT (2403277.4873434175 7111475.084633673),Gunnison,Longmont
4668,POINT (2403266.4132052474 7110936.427038756),Gunnison,Loveland
4669,POINT (2403266.4132052474 7110936.427038756),Gunnison,Loveland
4670,POINT (2403275.0098706577 7111205.797202143),Gunnison,Marsh Rail
4671,POINT (2403796.010006607 7110921.763624529),Green River,Loveland
4672,POINT (2403801.591993098 7111187.454590529),Green River,Marsh Rail
4673,POINT (2403801.591993098 7111187.454590529),Green River,Marsh Rail
4674,POINT (2403801.591993098 7111187.454590529),Green River,Marsh Rail
4675,POINT (2403801.591993098 7111187.454590529),Green River,Marsh Rail
4676,POINT (2403807.1245571077 7111456.783495364),Green River,Longmont
4677,POINT (2403277.4873434175 7111475.084633673),Gunnison,Longmont
4678,POINT (2403277.4873434175 7111475.084633673),Gunnison,Longmont
4679,POINT (2403289.3399651526 7111729.944658428),Gunnison,Glenwood
4680,POINT (2403807.1245571077 7111456.783495364),Green River,Longmont
4681,POINT (2403797.4088881426 7111722.267357336),Green River,Glenwood
4682,POINT (2403539.34603738 7110667.227603946),Wasatch,Salida
4683,POINT (2403535.800849062 7110929.156356633),Wasatch,Loveland
4684,POINT (2403535.800849062 7110929.156356633),Wasatch,Loveland
4685,POINT (2403787.269762854 7110663.307059691),Green River,Salida
4686,POINT (2403796.010006607 7110921.763624529),Green River,Loveland
4687,POINT (2395497.047875949 7112302.249820038),Sombrero,Frontier
4688,POINT (2395494.5008372585 7112724.28861715),Sombrero,Pioneer
4689,POINT (2395497.047875949 7112302.249820038),Sombrero,Frontier
4690,POINT (2395494.5008372585 7112724.28861715),Sombrero,Pioneer
4691,POINT (2395769.4808631586 7112294.954683914),Estacado,Frontier
4692,POINT (2395769.4808631586 7112294.954683914),Estacado,Frontier
4693,POINT (2395751.7300946508 7112709.514274224),Estacado,Pioneer
4694,POINT (2396628.6434104056 7112346.411909097),Frontier,Frontier
4695,POINT (2396628.6434104056 7112346.411909097),Frontier,Frontier
4696,POINT (2395233.8415866517 7112306.0312105045),El Dorado,Frontier
4697,POINT (2395228.238627911 7112728.029410014),El Dorado,Pioneer
4698,POINT (2395228.238627911 7112728.029410014),El Dorado,Pioneer
4699,POINT (2398076.611294499 7139978.986972141),TX-288-LOOP N,Kings Row
4700,POINT (2398076.611294499 7139978.986972141),TX-288-LOOP N,Kings Row
4701,POINT (2397991.410693904 7139948.738390666),Kings Row,Kings Row
4702,POINT (2397493.247176702 7140164.035280882),Kings Row,Kings Row
4703,POINT (2397991.410693904 7139948.738390666),TX-288-LOOP E,Kings Row
4704,POINT (2398076.611294499 7139978.986972141),TX-288-LOOP W,Kings Row
4705,POINT (2398076.611294499 7139978.986972141),TX-288-LOOP W,Kings Row
4706,POINT (2397991.410693904 7139948.738390666),TX-288-LOOP S,Kings Row
4707,POINT (2372879.5992997107 7145222.48766329),Elm,Elm
4708,POINT (2395624.371455916 7118147.473558326),Colorado,Sadau
4709,POINT (2386723.27480105 7132348.169829365),Locust,College
4710,POINT (2386736.817787547 7133421.729281559),Locust,University
4711,POINT (2386736.817787547 7133421.729281559),Locust,University
4712,POINT (2394474.706263873 7135397.299393851),Nottingham,University
4713,POINT (2394474.706263873 7135397.299393851),Nottingham,University
4714,POINT (2394471.9559711395 7135604.6633340735),Nottingham,Robin
4715,POINT (2394475.767780275 7135317.264195711),Nottingham,University
4716,POINT (2394475.767780275 7135317.264195711),Nottingham,University
4717,POINT (2396871.3197836415 7135218.136195437),University,University
4718,POINT (2396871.3197836415 7135218.136195437),Old North,University
4719,POINT (2377918.4656699547 7132889.676717163),Bonnie Brae,University
4720,POINT (2377918.4656699547 7132889.676717163),Bonnie Brae,University
4721,POINT (2377914.61989629 7132951.483459315),Bonnie Brae,University
4722,POINT (2377914.61989629 7132951.483459315),Bonnie Brae,University
4723,POINT (2408115.2396576833 7135857.648064459),Lakeview,University
4724,POINT (2408115.2396576833 7135857.648064459),Lakeview,University
4725,POINT (2369751.547989636 7133066.783819623),Western,University
4726,POINT (2369751.547989636 7133066.783819623),Western,University
4727,POINT (2369751.547989636 7133066.783819623),Western,University
4728,POINT (2398073.996356881 7134688.408420723),University,University
4729,POINT (2397837.126568887 7134794.399400519),University,Virginia
4730,POINT (2397658.735251329 7134872.064594734),University,Mingo
4731,POINT (2397641.4610388596 7134791.784425784),University,University
4732,POINT (2396650.8527009706 7102176.964478295),Nautical,Ocean
4733,POINT (2396650.8527009706 7102176.964478295),Nautical,Ocean
4734,POINT (2396650.0537041556 7102926.492962454),Nautical,Hickory Creek
4735,POINT (2396650.0537041556 7102926.492962454),Nautical,Hickory Creek
4736,POINT (2403455.8970209416 7125646.134374812),Ryan,McKinney
4737,POINT (2403455.8970209416 7125646.134374812),Ryan,McKinney
4738,POINT (2403874.0724376137 7125484.423187774),McKinney,McKinney
4739,POINT (2403455.8970209416 7125646.134374812),Ryan,McKinney
4740,POINT (2403455.8970209416 7125646.134374812),Ryan,McKinney
4741,POINT (2383367.529782362 7131485.971096181),Fulton,Crescent
4742,POINT (2383367.529782362 7131485.971096181),Fulton,Crescent
4743,POINT (2356589.0287705655 7098466.560355135),Orangewood,Lindenwood
4744,POINT (2367094.262836328 7098034.743735064),Meandering Creek,Meandering Creek
4745,POINT (2369467.3352962206 7101422.579340656),New Ballinger,Sweetwater
4746,POINT (2368625.077412817 7100233.2136273775),New Ballinger,New Ballinger
4747,POINT (2369182.668053745 7101422.668928609),Athens,Sweetwater
4748,POINT (2369182.668053745 7101422.668928609),Athens,Sweetwater
4749,POINT (2368894.9856988597 7101419.084990286),Wichita,Sweetwater
4750,POINT (2368894.9856988597 7101419.084990286),Wichita,Sweetwater
4751,POINT (2388894.270315937 7135167.31070598),Sherman,Greenwood
4752,POINT (2381389.0956881 7132901.35587878),Malone,University
4753,POINT (2381389.0956881 7132901.35587878),Malone,University
4754,POINT (2382943.2862679833 7133554.485410975),Hinkle,Amherst
4755,POINT (2382943.2862679833 7133554.485410975),Hinkle,Amherst
4756,POINT (2385599.1323733795 7133432.405290133),Anna,University
4757,POINT (2385599.1323733795 7133432.405290133),Anna,University
4758,POINT (2385280.665092447 7132995.279594979),Carroll,Sunset
4759,POINT (2385280.665092447 7132995.279594979),Carroll,Sunset
4760,POINT (2385228.6885262365 7132994.605195142),Carroll,Sunset
4761,POINT (2385228.6885262365 7132994.605195142),Carroll,Sunset
4762,POINT (2385284.267007062 7133424.679413774),Carroll,University
4763,POINT (2385284.267007062 7133424.679413774),Carroll,University
4764,POINT (2385229.233731483 7133423.965339808),Carroll,University
4765,POINT (2385229.233731483 7133423.965339808),Carroll,University
4766,POINT (2385601.6968007344 7132999.446869814),Anna,Sunset
4767,POINT (2385601.6968007344 7132999.446869814),Anna,Sunset
4768,POINT (2386331.3445832855 7125568.037224213),Elm,Highland
4769,POINT (2386739.0698714526 7133483.614603871),Locust,University
4770,POINT (2386739.0698714526 7133483.614603871),Locust,University
4771,POINT (2386326.3210320203 7133478.242652517),Elm,University
4772,POINT (2386326.3210320203 7133478.242652517),Elm,University
4773,POINT (2392993.902864431 7128056.843474037),Audra,McKinney
4774,POINT (2392993.902864431 7128056.843474037),Audra,McKinney
4775,POINT (2392993.902864431 7128056.843474037),Audra,McKinney
4776,POINT (2392993.902864431 7128056.843474037),Audra,McKinney
4777,POINT (2403688.230990825 7112779.612451959),Camino Real,Del Rey
4778,POINT (2403688.230990825 7112779.612451959),Camino Real,Del Rey
4779,POINT (2403553.489600325 7113465.478087399),Seaside,Bayshore
4780,POINT (2403569.6845346163 7113851.385898098),Seaside,Marina
4781,POINT (2403569.6845346163 7113851.385898098),Seaside,Marina
4782,POINT (2403305.587524705 7113469.4004457565),Oceanview,Bayshore
4783,POINT (2403305.587524705 7113469.4004457565),Oceanview,Bayshore
4784,POINT (2403321.686991464 7113862.583944357),Oceanview,Marina
4785,POINT (2403305.587524705 7113469.4004457565),Oceanview,Bayshore
4786,POINT (2403305.587524705 7113469.4004457565),Oceanview,Bayshore
4787,POINT (2403415.799418575 7112786.840467811),Oceanview,Del Rey
4788,POINT (2403415.799418575 7112786.840467811),Oceanview,Del Rey
4789,POINT (2409843.4277380737 7115778.05062043),Key Largo,Bishop Pine
4790,POINT (2409843.4277380737 7115778.05062043),Key Largo,Bishop Pine
4791,POINT (2409866.5286555374 7115432.702303638),Key Largo,Apple Valley
4792,POINT (2409843.4277380737 7115778.05062043),Key Largo,Bishop Pine
4793,POINT (2409843.4277380737 7115778.05062043),Key Largo,Bishop Pine
4794,POINT (2409582.7663145005 7115152.274036109),Hawks View,Sweetgate
4795,POINT (2409592.9822962405 7115745.503487421),Hawks View,Bishop Pine
4796,POINT (2409592.9822962405 7115745.503487421),Hawks View,Bishop Pine
4797,POINT (2386712.693900563 7127523.274404004),Locust,Hickory
4798,POINT (2386712.693900563 7127523.274404004),Locust,Hickory
4799,POINT (2386708.0052741305 7127883.432356685),Locust,Oak
